POOL|Sorcerer Bloodline|selections 53|linked+held 30|lines before 9800|lines after 1040|linked lines: held 6938, NOT-HELD 1822, no converted member rule 0|unlinked lines still printed 1040
LINE|Sorcerer|Fey Bloodline|7|Fey Bloodline ~ Fleeting Glance|Sorcerer_FeyFleetingGlance_Time|14|NOT-HELD
LINE|Sorcerer|Fey Bloodline|7|Fey Bloodline ~ Soul of the Fey|Sorcerer_FeySoulOfTheFey_CasterLevel|14|NOT-HELD
LINE|Sorcerer|Fey Bloodline|8|Fey Bloodline ~ Fleeting Glance|Sorcerer_FeyFleetingGlance_Time|16|NOT-HELD
LINE|Sorcerer|Fey Bloodline|8|Fey Bloodline ~ Soul of the Fey|Sorcerer_FeySoulOfTheFey_CasterLevel|16|NOT-HELD
LINE|Sorcerer|Fey Bloodline|9|Fey Bloodline ~ Soul of the Fey|Sorcerer_FeySoulOfTheFey_CasterLevel|18|NOT-HELD
LINE|Sorcerer|Fey Bloodline|10|Fey Bloodline ~ Soul of the Fey|Sorcerer_FeySoulOfTheFey_CasterLevel|20|NOT-HELD
LINE|Sorcerer|Fey Bloodline|11|Fey Bloodline ~ Soul of the Fey|Sorcerer_FeySoulOfTheFey_CasterLevel|22|NOT-HELD
LINE|Sorcerer|Fey Bloodline|12|Fey Bloodline ~ Soul of the Fey|Sorcerer_FeySoulOfTheFey_CasterLevel|24|NOT-HELD
LINE|Sorcerer|Fey Bloodline|13|Fey Bloodline ~ Soul of the Fey|Sorcerer_FeySoulOfTheFey_CasterLevel|26|NOT-HELD
LINE|Sorcerer|Fey Bloodline|14|Fey Bloodline ~ Soul of the Fey|Sorcerer_FeySoulOfTheFey_CasterLevel|28|NOT-HELD
LINE|Sorcerer|Fey Bloodline|15|Fey Bloodline ~ Soul of the Fey|Sorcerer_FeySoulOfTheFey_CasterLevel|30|NOT-HELD
LINE|Sorcerer|Fey Bloodline|16|Fey Bloodline ~ Soul of the Fey|Sorcerer_FeySoulOfTheFey_CasterLevel|32|NOT-HELD
LINE|Sorcerer|Fey Bloodline|17|Fey Bloodline ~ Soul of the Fey|Sorcerer_FeySoulOfTheFey_CasterLevel|34|NOT-HELD
LINE|Sorcerer|Fey Bloodline|18|Fey Bloodline ~ Soul of the Fey|Sorcerer_FeySoulOfTheFey_CasterLevel|36|NOT-HELD
LINE|Sorcerer|Fey Bloodline|19|Fey Bloodline ~ Soul of the Fey|Sorcerer_FeySoulOfTheFey_CasterLevel|38|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|1|Ghoul Bloodline ~ Earth Crawler|Sorcerer_GhoulEarthCrawler_Healing|20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|1|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|1|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|1|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|1|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|1|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|1|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|1|Ghoul Bloodline ~ Leathery Skin|ColdResistanceBonus|0|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|1|Ghoul Bloodline ~ Leathery Skin|Sorcerer_GhoulLeatherySkin_NaturalArmorBonus|0|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|1|Ghoul Bloodline ~ Ravenous Frenzy|Sorcerer_GhoulRavenousFrenzy_Duration|2|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|2|Ghoul Bloodline ~ Earth Crawler|Sorcerer_GhoulEarthCrawler_Healing|40|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|2|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|2|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|2|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|2|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|2|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|2|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|2|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|2|Ghoul Bloodline ~ Leathery Skin|ColdResistanceBonus|5|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|2|Ghoul Bloodline ~ Leathery Skin|Sorcerer_GhoulLeatherySkin_NaturalArmorBonus|0|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|2|Ghoul Bloodline ~ Ravenous Frenzy|Sorcerer_GhoulRavenousFrenzy_Duration|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|3|Ghoul Bloodline ~ Earth Crawler|Sorcerer_GhoulEarthCrawler_Healing|60|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|3|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|3|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|3|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|3|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|3|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|3|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|3|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|3|Ghoul Bloodline ~ Ravenous Frenzy|Sorcerer_GhoulRavenousFrenzy_Duration|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|4|Ghoul Bloodline ~ Earth Crawler|Sorcerer_GhoulEarthCrawler_Healing|80|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|4|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|4|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|4|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|4|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|4|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|4|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|4|Ghoul Bloodline ~ Ravenous Frenzy|Sorcerer_GhoulRavenousFrenzy_Duration|8|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|5|Ghoul Bloodline ~ Earth Crawler|Sorcerer_GhoulEarthCrawler_Healing|100|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|5|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|5|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|5|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|5|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|5|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|5|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|5|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|5|Ghoul Bloodline ~ Ravenous Frenzy|Sorcerer_GhoulRavenousFrenzy_Duration|10|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|6|Ghoul Bloodline ~ Earth Crawler|Sorcerer_GhoulEarthCrawler_Healing|120|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|6|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|6|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|6|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|6|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|6|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|6|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|6|Ghoul Bloodline ~ Ravenous Frenzy|Sorcerer_GhoulRavenousFrenzy_Duration|12|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|7|Ghoul Bloodline ~ Earth Crawler|Sorcerer_GhoulEarthCrawler_Healing|140|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|7|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|7|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|7|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|7|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|7|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|7|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|7|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|7|Ghoul Bloodline ~ Ravenous Frenzy|Sorcerer_GhoulRavenousFrenzy_Duration|14|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|8|Ghoul Bloodline ~ Earth Crawler|Sorcerer_GhoulEarthCrawler_Healing|160|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|8|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|8|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|8|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|8|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|8|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|8|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|8|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|8|Ghoul Bloodline ~ Ravenous Frenzy|Sorcerer_GhoulRavenousFrenzy_Duration|16|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|9|Ghoul Bloodline ~ Earth Crawler|Sorcerer_GhoulEarthCrawler_Healing|180|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|9|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|9|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|9|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|9|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|9|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|9|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|9|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|10|Ghoul Bloodline ~ Earth Crawler|Sorcerer_GhoulEarthCrawler_Healing|200|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|10|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|10|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|10|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|10|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|10|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|10|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|10|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|11|Ghoul Bloodline ~ Earth Crawler|Sorcerer_GhoulEarthCrawler_Healing|220|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|11|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|11|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|11|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|11|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|11|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|11|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|11|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|12|Ghoul Bloodline ~ Earth Crawler|Sorcerer_GhoulEarthCrawler_Healing|240|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|12|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|12|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|12|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|12|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|12|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|12|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|12|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|13|Ghoul Bloodline ~ Earth Crawler|Sorcerer_GhoulEarthCrawler_Healing|260|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|13|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|13|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|13|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|13|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|13|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|13|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|13|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|14|Ghoul Bloodline ~ Earth Crawler|Sorcerer_GhoulEarthCrawler_Healing|280|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|14|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|14|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|14|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|14|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|14|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|14|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|14|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|15|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|15|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|15|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|15|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|15|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|15|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|15|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|16|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|16|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|16|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|16|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|16|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|16|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|16|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|17|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|17|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|17|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|17|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|17|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|17|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|17|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|18|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|18|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|18|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|18|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|18|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|18|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|18|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|19|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DC|19|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|19|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationBonus|4|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|19|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDice|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|19|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationDieSize|6|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|19|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_DurationTypeMinutes|1|NOT-HELD
LINE|Sorcerer|Ghoul Bloodline|19|Ghoul Bloodline ~ Ghoulish Aspect|UMR_Stench_Range|-20|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|1|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_DC|10|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|1|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_Dice|2|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|1|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_Duration|2|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|1|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_Times|1|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|1|Infernal Bloodline ~ Infernal Resistances|FireResistanceBonus|0|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|1|Infernal Bloodline ~ Infernal Resistances|Sorcerer_InfernalInfernalResistances_SaveBonus|0|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|1|Infernal Bloodline ~ On Dark Wings|Maneuverability|3|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|1|Infernal Bloodline ~ Power of the Pit|AcidResistanceBonus|10|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|1|Infernal Bloodline ~ Power of the Pit|ColdResistanceBonus|10|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|1|Infernal Bloodline ~ Power of the Pit|Sorcerer_InfernalPowerOfThePit_VisionDistance|60|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|2|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_DC|11|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|2|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_Dice|4|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|2|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_Duration|4|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|2|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_Times|1|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|2|Infernal Bloodline ~ Infernal Resistances|FireResistanceBonus|5|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|2|Infernal Bloodline ~ Infernal Resistances|Sorcerer_InfernalInfernalResistances_SaveBonus|2|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|2|Infernal Bloodline ~ On Dark Wings|Maneuverability|3|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|2|Infernal Bloodline ~ Power of the Pit|AcidResistanceBonus|10|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|2|Infernal Bloodline ~ Power of the Pit|ColdResistanceBonus|10|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|2|Infernal Bloodline ~ Power of the Pit|Sorcerer_InfernalPowerOfThePit_VisionDistance|60|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|3|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_DC|12|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|3|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_Dice|6|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|3|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_Duration|6|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|3|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_Times|1|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|3|Infernal Bloodline ~ On Dark Wings|Maneuverability|3|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|3|Infernal Bloodline ~ Power of the Pit|AcidResistanceBonus|10|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|3|Infernal Bloodline ~ Power of the Pit|ColdResistanceBonus|10|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|3|Infernal Bloodline ~ Power of the Pit|Sorcerer_InfernalPowerOfThePit_VisionDistance|60|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|4|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_DC|13|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|4|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_Dice|8|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|4|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_Duration|8|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|4|Infernal Bloodline ~ Hellfire|Sorcerer_InfernalHellfire_Times|1|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|4|Infernal Bloodline ~ On Dark Wings|Maneuverability|3|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|4|Infernal Bloodline ~ Power of the Pit|AcidResistanceBonus|10|NOT-HELD
LINE|Sorcerer|Infernal Bloodline|4|Infernal Bloodline ~ Power of the Pit|ColdResistanceBonus|10|NOT-HELD
